,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
0,63.01881867431135,0.36814579525039026,0.16707522752633308,450.0039648702609,1.5032230841169367,6.531987516727485,3.4823316476801978,686.160782663697,85.20664700646536,49.87608307555112,9.698410635290028,1913016667.1751738,0.872156021708049,0.1524303648558728,186.82330780842335,0.7156103953365842,0.6550967523366862,1158524706.3942978,1905039520.2842817,66.63272023055234,0.006651740923130589,659.5943467391934,0.5606029525119136,38.52435644496572,1.530655960938093,262.862862953374,2.1444175751264876,220.801
1,55.745259772165355,0.44313404559907554,0.02137903608233227,440.8164438727832,2.0962713197806715,4.7280497967472135,4.858385383285416,639.7028860084706,92.66900730894112,127.55177738996515,8.01909477576675,1661193861.8035913,0.8627173196467961,0.5331136009566859,536.3630124572771,0.6331993788741832,0.2618574637033285,1226495937.3311806,1110689413.5398045,61.16073986064795,0.9733574694681935,722.6966542557261,0.538013192946581,20.59957629896343,3.923293815480439,318.91132488380333,1.6508655253289888,307.435
2,54.16424774738462,0.8118541264455323,0.6814745734261551,260.51081801876865,1.8360168603040026,5.066267042338279,3.1514919852675307,670.2558455338509,117.74265573435449,58.03476197397718,5.72528197697442,1622082048.4161954,0.8120472839611643,0.8117552902289551,419.250561812153,0.7631302250942644,0.238960640172461,1619762587.5562062,1143936034.705254,62.02416968034852,0.34932607611651456,907.9884182674773,0.5299290994225245,21.062631417436855,1.2724020052767182,346.46998436947644,2.4808406090686295,316.038
3,34.67237929724381,0.7634696002969796,0.35450219459517185,321.04122077612624,2.3939467033727153,4.5186277200035905,5.724940422326447,545.6707675150069,88.1932417958986,67.25129282527449,4.431028096003187,1500363825.8170424,0.8932043231121947,0.5946921902029674,627.8322173121403,0.6089506548339559,0.5469218901471669,1267503482.3179002,1553283837.9463983,60.976266047481246,0.1001079156264395,516.2114807486785,0.6034526651475726,36.83865554831312,4.834057821225401,152.00882584458364,2.737654233532858,100000.0
4,62.0,0.0,0.0,459.0,2.0,7.0,3.0,680.0,88.0,51.0,10.0,1911303424.0,0.8799999952316284,0.0,221.0,0.7099999785423279,1.0,1119786752.0,1894369024.0,68.0,0.0,641.0,1.0,39.0,2.0,260.0,2.0,223.547
5,63.0,0.0,0.0,450.0,1.0,6.0,4.0,676.0,87.0,51.0,9.0,1821221248.0,0.8799999952316284,0.0,231.0,0.7200000286102295,1.0,1191839488.0,1838431360.0,69.0,0.0,656.0,1.0,38.0,2.0,265.0,2.0,379.414
6,53.0,0.0,0.0,400.0,2.0,6.0,4.0,646.0,87.0,62.0,8.0,1758088832.0,0.7599999904632568,0.0,234.0,0.7200000286102295,1.0,1349272960.0,1727917056.0,61.0,0.0,698.0,1.0,35.0,2.0,261.0,2.0,100000.0
