,target,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold
1,517.49,45.34470415048237,0.7203244934421581,0.00011437481734488664,290.69977178955196,1.440267672451339,4.369354379075191,3.7450408455106836,554.3614384322225,70.08967752614431,83.72640646432227,6.515167086419769,1809490227.7801933,0.581780899892607,0.8781174363909454,526.0224477173382,0.768187004071361,0.41730480236712697,1673630458.4455886,1224481150.5130224,33.508871476074184,0.8007445686755367,984.1307878596988,0.31342417815924284,38.15432370141805,4.505556609184153,328.9213327007694,0.5340176845479112,1.1171643496986472
2,175.785,37.43457342606621,0.8781425034294131,0.0983468338330501,326.3322875015157,3.873668590451506,6.132661139892068,5.767508455801893,539.549206085989,97.90408905743203,112.1240645021478,4.109729664065151,1879202699.955295,0.8955444355625979,0.7481656543798394,655.5873239369755,0.8157117313805955,0.10322600657764203,1554663834.7539082,2049338815.7693782,38.09347912193662,0.28777533858634874,565.0142860591388,0.019366957870297075,37.72273705407651,1.8465124640002362,203.10933187444525,0.6966292637121353,1.1600876353512413
3,383.767,50.37176337574442,0.14672857490581015,0.5893055369032842,409.92750800627937,1.3070032864834775,5.656223951278273,5.77760063091098,588.190379876763,36.795532058824364,83.44605496788911,7.982767871318733,1626599409.527616,0.8778379023963254,0.5865550405019929,974.5417806273963,0.554989881658495,0.13927634725075855,1940671618.0206747,1500744075.3073974,31.937001461612773,0.9275085803960339,673.8829298727533,0.7508121031361555,39.23193553121445,4.533224364823239,274.7344414111218,0.800376973610935,2.0466950259335275
4,198.69,40.637692536480834,0.8958862181960668,0.4280911898712949,489.45201414451566,2.9903244934553443,6.486782880836487,3.4589838918135007,852.0982045425861,75.1915648140743,87.52540298116465,6.448820816567687,1328247288.4244535,0.8613518082249015,0.5736794866722859,513.4696074399534,0.7468579654482895,0.32664490177209615,1639666151.072064,2025014908.6723402,41.14894848011999,0.9085351509197992,811.6800578959014,0.015821242846556283,45.74199147980036,3.763587670067696,349.4645700902961,0.5689362033381314,1.4114072488866332
5,189.305,61.843054817189234,0.6968181614899002,0.06600017272206249,426.6389157807399,3.261628565383739,7.692098142185934,5.8460990345138875,445.2655842522772,33.90849284862038,34.51625474026105,4.169838928124768,1338108624.7870486,0.8440111794731553,0.5388310643416528,795.0448530871122,0.8368123569438424,0.12417331511991114,1373513015.7324514,1702696051.560533,70.54059591934438,0.56103021925571,509.32364468647154,0.8006326726806163,23.455176762912654,4.2284207824751165,227.57212881283436,0.8454167418237715,3.2413649282115538
6,524.224,49.799687487693404,0.13645522566068502,0.05991768951221166,236.4030367222212,1.1336556356342853,4.429976516424372,3.9028373544314188,735.5035673286595,85.73283027719768,33.20537409527512,4.431845678136921,2112346370.2637775,0.7272401847679768,0.20329323466099047,641.1907812200056,0.7975303416300372,0.1954294811093188,1697971217.9690711,2115292855.4001446,64.6477824715217,0.23984775914758616,746.884857134365,0.6199557183813798,42.52738878560572,1.627165578584337,153.71524043548192,0.5280088574876889,2.459035332811095
7,201.305,34.95483503260153,0.1862602113776709,0.34556072704304774,319.030242269201,2.616450202010071,5.676778057613179,5.740878001587038,484.7949591176381,116.29927389353077,34.62920894700091,8.022805061070414,1521819079.827609,0.7234759313783007,0.14038693859523377,613.4279624114579,0.8202978274702146,0.9682615757193975,1410278471.7424064,1817117571.1452203,66.06667931020984,0.8946066635038473,542.522105684889,0.03905478323288236,21.434573426066205,4.512570013717653,169.66936676661,0.6684430500020209,3.873668590451506
8,204.771,37.97180739460832,0.7950818595235931,0.7521908148410519,385.22019952933965,3.3080235955669215,5.347423646843556,5.992575780525258,718.0180004561312,38.505960114581725,42.60833010891486,4.640175087252086,1937099217.1447914,0.5405905419785119,0.2109103704874209,949.0409944912471,0.7917327350670258,0.6651186621579239,1255355383.0648396,1803969159.387875,24.124263831722267,0.5164001090446483,611.6528131872268,0.4696586191359642,29.468805514625924,1.723798075931636,216.2766560213169,0.6489736491629006,1.3534509568949775
9,201.946,39.24522354051702,0.5824073330938127,0.31859650169597464,283.4303939430916,3.168472298932153,6.546649031346661,5.754203716717541,703.0315675497068,38.707709308081846,59.61831735096764,9.479768364286963,2048801765.789044,0.7361111664305712,0.40008375818590136,875.3702136139627,0.7354090555855206,0.0695138333386146,1312992536.761497,1404909185.8034494,39.57363463160149,0.6395856104784783,660.8001172455934,0.4918746888852449,46.59755399302084,4.38377954995182,170.73080877216546,0.7925953467119997,2.2140184445690863
10,259.08,44.05923137422108,0.5198135602531508,0.3393095687119362,349.51544001425077,2.9556421608858727,5.327443285658847,4.989405908150571,646.6356897889514,78.38494050245428,56.45802731752203,8.299005174617271,1595435822.7413292,0.5255664338534329,0.4829793445737657,923.2228248710671,0.6333333130888728,0.19873832583961293,1517736577.7182755,1256457799.1400318,51.1097768693771,0.5645620423851473,611.2856036143789,0.7809843877980006,42.33722140434119,3.5574610197784065,199.77786259780964,0.8928894227634006,1.8701926236461226
